	city	lat	long	color
403	west-graftdijk	52.56151455	4.80237670395934	rgb(220,220,220)
404	hoogersmilde	52.91299375	6.3668698727766	rgb(254,224,139)
405	hasselt	52.58484505	6.096650964731691	rgb(166,217,106)
406	beets	52.58878705	4.96835105521849	rgb(254,224,139)
407	opmeer	52.70438175	4.92856803713141	rgb(254,224,139)
408	vught	51.656821	5.2893308	rgb(215,48,39)
409	biddinghuizen	52.43186485	5.6871856155512095	rgb(215,48,39)
410	groet	52.7219595	4.666963551092361	rgb(220,220,220)
411	elst	51.92382050000001	5.84506814690426	rgb(215,48,39)
412	steenwijkerwold	52.79051455	6.05778443596495	rgb(217,239,139)
413	tuk	52.79629605	6.08774149980111	rgb(254,224,139)
414	't loo	51.3396845	5.9904845	rgb(220,220,220)
415	nui	52.4015104	4.54258864095697	rgb(215,48,39)
416	groningwn			rgb(254,224,139)
417	ysselsteyn	51.4861783	5.8967928186144105	rgb(217,239,139)
418	nijkerk	52.2220116	5.4823124000000005	rgb(215,48,39)
419	silvolde	51.90438825	6.403623875644901	rgb(166,217,106)
420	warns	52.8419681	5.3525893399262	rgb(217,239,139)
421	zeeland	51.4162975	3.7028061	rgb(217,239,139)
422	bunschoten	52.2391726	5.3735818	rgb(217,239,139)
423	eelde-paterswolde	53.133729	6.5846076	rgb(215,48,39)
424	dodewaard	51.91418579999999	5.6591769745068	rgb(215,48,39)
425	beltrum	52.06188375	6.56844828459139	rgb(217,239,139)
426	holwierde	53.36341820000001	6.87198630933008	rgb(253,174,97)
427	loon op zand	51.6264405	5.0687815	rgb(253,174,97)
428	hippolytushoef	52.91166415	4.98793205733574	rgb(217,239,139)
429	steenbergen	51.58592	4.3145758	rgb(217,239,139)
430	gerkesklooster	53.24597445	6.20884463282483	rgb(215,48,39)
431	surhuizum	53.20640785	6.190941192484419	rgb(220,220,220)
432	etten leur	51.57593705	4.64322159394737	rgb(254,224,139)
433	werkendam	51.8079227	4.8987346	rgb(253,174,97)
